2017-05-16 14:51:19.779 | AppFinishLaunching
2017-05-17 13:25:12.180 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s90267648/ndh=1&pageName=article%7CImmigration%20arrests%20up%2038%25%20after%20Trump%20signs%20enforcement%20order&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&c.&gnt.&smartEmbedCt=4&userStatus=unauthenticated&alerts=off&prefs.&PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&.prefs&PositionNumber=1&OriginatingSection=TOP%20STORIES&PresenceOfVideo=0&Headline=Immigration%20arrests%20up%2038%25%20after%20Trump%20signs%20enforcement%20order&aamsegment=testios%2Cios%2C520%2C508%2C510%2C300&windowsize=320x568&ContentType=article&smartEmbedProvider=USA%20TODAY%7CUSA%20TODAY%7CUSA%20TODAY%7CUSA%20TODAY&Location=38.933%2C%20-77.218&smartEmbedInternalCt=4&ProductName=usatodaynewsiphone&apparticlepaywallstatus=free&user.&.user&ssts.&SubSection=world&Section=news&.ssts&Byline=Alan%20Gomez%2C%20USA%20TODAY&FrontInfo=none%7Cstandard&MarketName=gpapermobileapp&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&Publication=usatoday&Contentid=101786264&locationservices=opt%20in&smartEmbedExternalCt=0&Orientation=portrait&appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&.gnt&a.&OSVersion=10.2.1%20%2814D27%00%29&CarrierName=Verizon&DeviceName=iPhone7%2C2&AppID=usatoday%204.14.0%20%284.14.0.87%29&RunMode=Application&Resolution=640x1136&TimeSinceLaunch=34&.a&name=article%7CImmigration%20arrests%20up%2038%25%20after%20Trump%20signs%20enforcement%20order&.c&t=00%2F00%2F0000%2000%3A00%3A00%200%20240
2017-05-17 13:25:12.365 | GET | https://pubads.g.doubleclick.net/gampad/ads?force_https=1&request_id=11&u_sso=p&ios_base_sdk=10.3&u_mwsso=any&u_so=p&js=afma-sdk-i-v7.16.0&ios_app_volume=1&is_other_audio_playing=0&ios_output_volume=0&d_imp_hdr=1&eid=318477470%2C318477338&request_origin=pub&ms=utjyCwQmqYPc8VrTTiVkN_trex3i8T09xETywuV_XLd4bxU7daWrvcAhfJ-uPUeu5gloYi7hf5OH7XPTeKqEJc-jGU8hPLjceLfCuiwPeW_pa8yZXM546d0pYUuxXfFSpsjyfhQqj5uLTlcCVgr4GQ1B9KA8BcwgZU_69V7CQ83mtHtshpx0oTNb6Go9QnA4cqoCMASTDOzMEpMzLvsiUki0UoJObx2QPiyr-tjUR-B9970yTD9dB4Tv1lGVFoZmAsh4zsfeyh3zdUa52iS4_tEYMQN24KCEpETyVNtfUOqFMDClksvzWpSrYB7q5CPIDtaGtVEigxhCxkMfJCkjhw&hl=en&u_sd=2&ios_key_window_w=320&cellular_country_code=311&u_w=320&sz=1280x1280&ios_radio=CTRadioAccessTechnologyLTE&u_h=568&submodel=iPhone7%2C2&ios_key_window_h=568&cap_bs=1&net=wi&ios_app_muted=0&should_silence_audio=0&cellular_network_code=480&forceHttps=true&_package_name=com.usatoday.EnterpriseiPhone20&u_audio=3&an=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20&swipeable=1&adk=0&crqc=1&currts=32768&basets=1&oar=0&bas_on=0&bas_off=0&preqs_in_session=5&seq_num=6&pimp=4&treq=13053&tfetch=13196&tresponse=13331&tload=13443&dload=390&timp=0&ismediation=false&output=html&region=mobile_app&u_tz=-240&url=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20.adsenseformobileapps.com&gdfp_req=1&markup=html&m_ast=afmajs&impl=ifr&iu=%2F7103%2Fusatoday_mobile%2FiPhone_app-high_impact&correlator=1986986226361243&_hl=en-us&gsb=wi&caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&swdr=false&blockAutoClicks=true&cust_params=idFlag%3Dfalse%26cacheid%3DDnlHlz%2CD1XPwG%2CBZhBo6%2CBkMtwM%2CjaPMvK%26longitude%3D-77.21811%26aam%3Dtestios%2Cios%2C520%2C508%2C510%2C300%26ver%3D4.14.0.87%26clientId%3Dfe81c628-dbdd-480c-b36a-918a5ae60d2c%26latitude%3D38.93275&_efs=false&includeDoritos=true&uulel=48&blob=ABPQqLFOrJ4o6dKclb3l6ctvL5OXDnbxnCfKDf2-K-8Aw8thXHdYZ0ekbx_tq-bT7gzALLOfLWfZk5-kkR8uSUs13XTNGW8-QJ68jV0XlRVPThriv1v8oNoECfxZfC9LrwhnV4pwx1QK6d0M3VAhDciK5yMHN2DTqcBbR1Et6bL_7EWqTABP507q8UFeRu1OUdkwfPR-yZNaPhmXKq6aIbsgxPKbAB66-HCXBOBsgnExMtgWQqYFlEScfjRi6HfqTPWsKI4GX7X8O7KR8R9WV4ZIZB0e0BQ3HwlrWLUQtqFKt9xRhlImN9HXXGe7YA&et=62&tcar=66&jsv=4-production-20170510_RC00&urll=2278#caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&eid=318477470%252C318477338&js=afma-sdk-i-v7.16.0&seq_num=6
2017-05-17 13:25:12.420 | GET | https://pubads.g.doubleclick.net/gampad/ads?force_https=1&request_id=12&u_sso=p&ios_base_sdk=10.3&u_mwsso=any&u_so=p&js=afma-sdk-i-v7.16.0&ios_app_volume=1&is_other_audio_playing=0&ios_output_volume=0&d_imp_hdr=1&eid=318477470%2C318477338&request_origin=pub&ms=n83LkGahnro4nSquX3f4Pfb7rmVe_-WWPxerQ7se22oKkXUpsUj80vsoxwpWQZymQbwF1xoM11H9s0aNlpbhNFogEK2voEE6-PHHHs86J9V7CieBd2kknToqGoKNvM_9-Tb_EB0MvwtXE5es4nK_tMPE6jTerTCxVPHZ8QSiCGDEU_UQgk7EJSZH-Yj3YktEH21oBuN1M4IXodtRRSuvy5QXtqs2vewFp0JCaTRoN672XS0fJLF3y3JxEmaRhHmBBGyQdh8EBnyBW-3ZAXtQHOiHcaEBBsvUQq_oliZ35TMWPOAQfIRbuw_ZO4Tb0ETchyfE4FjEELghQyPc9Hk9zA&hl=en&u_sd=2&ios_key_window_w=320&cellular_country_code=311&u_w=320&sz=320x50%7C300x250&ios_radio=CTRadioAccessTechnologyLTE&u_h=568&submodel=iPhone7%2C2&ios_key_window_h=568&cap_bs=1&net=wi&ios_app_muted=0&should_silence_audio=0&cellular_network_code=480&format=320x50_as&forceHttps=true&_package_name=com.usatoday.EnterpriseiPhone20&u_audio=3&an=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20&swipeable=1&adk=521595316&crqc=2&currts=32790&basets=1&oar=0&bas_on=0&bas_off=0&preqs_in_session=6&seq_num=7&pimp=4&output=html&region=mobile_app&u_tz=-240&content_url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fnews%2Fworld%2F2017%2F05%2F17%2Fdeportations-under-president-trump-undocumented-immigrants%2F101786264%2F&url=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20.adsenseformobileapps.com&gdfp_req=1&markup=html&m_ast=afmajs&impl=ifr&iu=%2F7103%2Fusatoday_mobile%2FiPhone_app-article_banner_top%2Fnews%2Fworld&correlator=2666842078114761&_hl=en-us&gsb=wi&caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&swdr=false&blockAutoClicks=true&cust_params=idFlag%3Dfalse%26longitude%3D-77.21811%26ver%3D4.14.0.87%26title%3DImmigration%20arrests%20up%2038%25%20nationwide%20under%20Trump%26ss%3Dnews%26latitude%3D38.93275%26aam%3Dtestios%2Cios%2C520%2C508%2C510%2C300%26contentid%3D101786264%26clientId%3Dfe81c628-dbdd-480c-b36a-918a5ae60d2c&_efs=false&includeDoritos=true&uulel=48&blob=ABPQqLFcLFVYIlXOPJt_so3BTfgrcge116N-_1SQkRecwfRyoezgDomxhaelkQDi_c9oMj8ZPimNKXo4RezScemFTR7RtxtKF3AN3lh1B-rw3pUkcqBwKnQOO2kIS1fuEPhaVJOEK8N2tyL_aBCEhzBlpuUFMnqxpP8BAYh-i9TaoDMdIQD2Qh60WeJQCVXPLv7n1n2MYoNm26J0edNYX6FRRZjsuD93CgKcpws8Rl-o2Xpnv1toVdEhoVglxW_CeUAqGaNFM4N7aCLIuxJNJ5fmymbh4wvMeIQtkeGYlRnL9p-PUaP--k9AqxwoVQ&et=57&tcar=62&jsv=4-production-20170510_RC00&urll=2459#caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&eid=318477470%252C318477338&format=320x50_as&js=afma-sdk-i-v7.16.0&seq_num=7
2017-05-17 13:25:13.299 | GET | https://www.gannett-cdn.com/-mm-/ade2749af5b4f8f14364a3f1f65d413a5d8e15b8/c=46-0-2706-2000&r=528x396/local/-/media/2017/05/17/USATODAY/USATODAY/636306138389953876-GTY-644320154.jpg
2017-05-17 13:25:13.299 | GET | https://www.gannett-cdn.com/-mm-/ade2749af5b4f8f14364a3f1f65d413a5d8e15b8/c=46-0-2706-2000&r=528x396/local/-/media/2017/05/17/USATODAY/USATODAY/636306138389953876-GTY-644320154.jpg
2017-05-17 13:25:14.842 | GET | https://pubads.g.doubleclick.net/gampad/ads?force_https=1&request_id=15&u_sso=p&ios_base_sdk=10.3&u_mwsso=any&u_so=p&js=afma-sdk-i-v7.16.0&ios_app_volume=1&is_other_audio_playing=0&ios_output_volume=0&d_imp_hdr=1&eid=318477470%2C318477338&request_origin=pub&ms=FUWmUwSlpbp4f8E8UW2z-XEykwWXZ6OX7jtgEmM5p97skL4-KH6bSi62gL7h3WImy9cXzOztax6xDkyz4zymP0QkR_kUNpBj-UXgv7iIX5iBXcCJIYBjbO7I9kZh4CmAM_dPjkYXUEYd-IIq7GYAeAqR1VVSrgX_6Xc32rN4pLgxP6aZ5UdxPEsTL758Ekffuh7pGAjF9Tq5vQIHtZOeUQVubw3VjUhKsqTHKtQw0u6euDxyAj9zWP93KwGTE34EyseJwGQYyjhF9qV3o55ZvH8iXR0tb97o8TVS29Jz2rXh-74VRbsXe90mAP6d8cMO-8aXMhH5Mb50_ZFBSCNhzg&hl=en&u_sd=2&ios_key_window_w=320&cellular_country_code=311&u_w=320&sz=300x250%7C320x50&ios_radio=CTRadioAccessTechnologyLTE&u_h=568&submodel=iPhone7%2C2&ios_key_window_h=568&cap_bs=1&net=wi&ios_app_muted=0&should_silence_audio=0&cellular_network_code=480&format=300x250_as&forceHttps=true&_package_name=com.usatoday.EnterpriseiPhone20&u_audio=3&an=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20&swipeable=1&adk=2077223165&crqc=1&currts=35292&basets=1&oar=0&bas_on=0&bas_off=0&preqs_in_session=7&seq_num=8&pimp=6&output=html&region=mobile_app&u_tz=-240&content_url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fnews%2Fworld%2F2017%2F05%2F17%2Fdeportations-under-president-trump-undocumented-immigrants%2F101786264%2F&url=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20.adsenseformobileapps.com&gdfp_req=1&markup=html&m_ast=afmajs&impl=ifr&iu=%2F7103%2Fusatoday_mobile%2FiPhone_app-article_banner_bottom%2Fnews%2Fworld&correlator=2237277959064282&_hl=en-us&gsb=wi&caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&swdr=false&blockAutoClicks=true&cust_params=idFlag%3Dfalse%26adCount%3D1%26longitude%3D-77.21811%26ver%3D4.14.0.87%26title%3DImmigration%20arrests%20up%2038%25%20nationwide%20under%20Trump%26ss%3Dnews%26latitude%3D38.93275%26aam%3Dtestios%2Cios%2C520%2C508%2C510%2C300%26contentid%3D101786264%26clientId%3Dfe81c628-dbdd-480c-b36a-918a5ae60d2c&_efs=false&includeDoritos=true&uulel=48&blob=ABPQqLEy3jnjn4voElyIvPrlIxaAGWmN8iwO_RAD6lZYHZGRx_xMLz-c2Bb2FcEie2To52cyrEL-goxyNYsUiXmlEpCVM9A2GxEUOCHiD2kxCPCRf3picdqDHnxOvzu98Qc_mBk-IjvWdBPGhNKZkishz-ocUMDdnnl5cSa_nmhcZaKi6QCnh4Ey2sUWeL_mxh6zz7mJp4CPWajtRavkWH0rL9Pp--vBytzZb6Tn-dWpvilLKEG7ErbV5nlverzFxt7HoNiv1-JqhUYC4kmav-vB7ZI-AHyPJgwFLV9Op4WNINHYrd07NEveRUluHw&et=65&tcar=69&jsv=4-production-20170510_RC00&urll=2478#caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&eid=318477470%252C318477338&format=300x250_as&js=afma-sdk-i-v7.16.0&seq_num=8
2017-05-17 13:25:16.211 | GET | https://www.gannett-cdn.com/-mm-/f1b58bc9ba967304dcef6d846e4c721adf079466/c=36-0-604-427&r=540x405/local/-/media/2017/05/16/USATODAY/USATODAY/636305482056718473-CastleGould.jpeg
2017-05-17 13:25:16.212 | GET | https://www.gannett-cdn.com/-mm-/f1b58bc9ba967304dcef6d846e4c721adf079466/c=36-0-604-427&r=540x405/local/-/media/2017/05/16/USATODAY/USATODAY/636305482056718473-CastleGould.jpeg
2017-05-17 13:25:16.354 | GET | http://www.gannett-cdn.com/-mm-/e8a904f60aed843fa05e2920401e04de57ba586e/r=540x405&c=540x405/http/videos.usatoday.net/Brightcove3/29906170001/201705/1856/29906170001_5436796782001_5436767710001-vs.jpg
2017-05-17 13:25:16.354 | GET | http://www.gannett-cdn.com/-mm-/e8a904f60aed843fa05e2920401e04de57ba586e/r=540x405&c=540x405/http/videos.usatoday.net/Brightcove3/29906170001/201705/1856/29906170001_5436796782001_5436767710001-vs.jpg
2017-05-17 13:25:16.354 | GET | https://www.gannett-cdn.com/-mm-/8b8933b76ec1d81a94609dc0f434a67cd1cdcaae/c=76-0-1957-1414&r=540x405/local/-/media/2017/05/11/USATODAY/USATODAY/636301391832359022-GettyImages-669015944.jpg
2017-05-17 13:25:16.355 | GET | https://www.gannett-cdn.com/-mm-/8b8933b76ec1d81a94609dc0f434a67cd1cdcaae/c=76-0-1957-1414&r=540x405/local/-/media/2017/05/11/USATODAY/USATODAY/636301391832359022-GettyImages-669015944.jpg
2017-05-17 13:25:16.357 | GET | https://www.gannett-cdn.com/-mm-/03c915dd6c328632ee1f07cba87738a2f73e37e3/c=0-482-1222-1401&r=540x405/local/-/media/2017/05/17/USATODAY/USATODAY/636306129404140275-TEXTING-1-1-50BM1TNQ.JPG
2017-05-17 13:25:16.357 | GET | https://www.gannett-cdn.com/-mm-/03c915dd6c328632ee1f07cba87738a2f73e37e3/c=0-482-1222-1401&r=540x405/local/-/media/2017/05/17/USATODAY/USATODAY/636306129404140275-TEXTING-1-1-50BM1TNQ.JPG
2017-05-17 13:25:19.009 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s4579328/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Subsection=Top%20Stories&Experiment.&recirculation_front=section_front&.Experiment&Section=Top%20Stories&a.&action=Front%20View&OSVersion=iOS%2010.2.1&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&CarrierName=Verizon&Resolution=640x1136&TimeSinceLaunch=40&.a&.c&pev2=AMACTION%3AFront%20View&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-17 13:25:19.045 | GET | http://gannett.demdex.net/event?c_gnt_prefs_PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&c_gnt_quietTime=&c_gnt_Orientation=portrait&c_a_DeviceName=iPhone7%2C2&c_gnt_ContentType=sectionfront&c_gnt_appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&c_gnt_OriginatingSection=top%20stories&c_gnt_Location=38.933%2C%20-77.218&c_gnt_MarketName=gpapermobileapp&c_gnt_Publication=usatoday&c_gnt_userStatus=unauthenticated&c_gnt_layout=&c_gnt_alerts=off&c_gnt_aamsegment=testios%2Cios%2C520%2C508%2C510%2C300&c_gnt_user_id=&c_gnt_numPageViewsLeft=&c_gnt_ProductName=usatodaynewsiphone&c_a_OSVersion=10.2.1%20%2814D27%00%29&c_gnt_locationservices=opt%20in&c_gnt_ssts_Section=topstories&c_gnt_client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&c_gnt_ssts_SubSection=&c_gnt_windowsize=320x568&d_uuid=59361009551051717061805927827844755684&d_dpid=20915&d_dpuuid=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&d_ptfm=ios&d_dst=1&d_rtbd=json
2017-05-17 13:25:19.085 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s97870080/ndh=1&pageName=sectionfront&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&c.&gnt.&userStatus=unauthenticated&alerts=off&prefs.&PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&.prefs&OriginatingSection=top%20stories&aamsegment=testios%2Cios%2C520%2C508%2C510%2C300&windowsize=320x568&ContentType=sectionfront&Location=38.933%2C%20-77.218&ProductName=usatodaynewsiphone&user.&.user&ssts.&Section=topstories&.ssts&locationservices=opt%20in&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&Publication=usatoday&MarketName=gpapermobileapp&Orientation=portrait&appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&.gnt&a.&OSVersion=10.2.1%20%2814D27%00%29&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&CarrierName=Verizon&Resolution=640x1136&TimeSinceLaunch=41&.a&.c&t=00%2F00%2F0000%2000%3A00%3A00%200%20240
2017-05-17 13:25:19.624 | GET | https://api.gannett-cdn.com/mobile/v4/breakingnews/1/mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-17 13:25:19.625 | GET | https://api.gannett-cdn.com/mobile/v4/breakingnews/1/mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-17 13:25:21.023 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s89473024/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&a.&action=menutapopen&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=42&.a&Experiment.&recirculation_front=section_front&.Experiment&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&.c&pev2=AMACTION%3Amenutapopen&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-17 13:25:21.962 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s83927040/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&section=news&Experiment.&recirculation_front=section_front&.Experiment&a.&action=nav%20select&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=43&.a&.c&pev2=AMACTION%3Anav%20select&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-17 13:25:22.017 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s81002752/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Subsection=news&Experiment.&recirculation_front=section_front&.Experiment&Section=news&a.&action=Front%20View&OSVersion=iOS%2010.2.1&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&CarrierName=Verizon&Resolution=640x1136&TimeSinceLaunch=43&.a&.c&pev2=AMACTION%3AFront%20View&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-17 13:25:22.051 | GET | http://gannett.demdex.net/event?c_gnt_prefs_PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&c_gnt_quietTime=&c_gnt_Orientation=portrait&c_a_DeviceName=iPhone7%2C2&c_gnt_ContentType=sectionfront&c_gnt_appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&c_gnt_OriginatingSection=news&c_gnt_Location=38.933%2C%20-77.218&c_gnt_MarketName=gpapermobileapp&c_gnt_Publication=usatoday&c_gnt_userStatus=unauthenticated&c_gnt_layout=&c_gnt_alerts=off&c_gnt_aamsegment=testios%2Cios%2C520%2C508%2C510%2C300&c_gnt_user_id=&c_gnt_numPageViewsLeft=&c_gnt_ProductName=usatodaynewsiphone&c_a_OSVersion=10.2.1%20%2814D27%00%29&c_gnt_locationservices=opt%20in&c_gnt_ssts_Section=news&c_gnt_client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&c_gnt_ssts_SubSection=news&c_gnt_windowsize=320x568&d_uuid=59361009551051717061805927827844755684&d_dpid=20915&d_dpuuid=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&d_ptfm=ios&d_dst=1&d_rtbd=json
2017-05-17 13:25:22.056 | GET | https://api.gannett-cdn.com/mobile/v4/galleryAlbums/1410095,1571989,1411301,1411813?api_key=99saas9t656jt89x3dae4n2d&consumer=ios_iphone
2017-05-17 13:25:22.056 | GET | http://www.gannett-cdn.com/ads/application/7103/config.json?cachebust=516734722.056394
2017-05-17 13:25:22.057 | GET | https://api.gannett-cdn.com/mobile/v4/galleryAlbums/1410095,1571989,1411301,1411813?api_key=99saas9t656jt89x3dae4n2d&consumer=ios_iphone
2017-05-17 13:25:22.057 | GET | http://www.gannett-cdn.com/ads/application/7103/config.json?cachebust=516734722.056394
2017-05-17 13:25:22.065 | GET | https://api.gannett-cdn.com/mobile/v4/fronts/1/news_mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-17 13:25:22.066 | GET | https://api.gannett-cdn.com/mobile/v4/fronts/1/news_mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-17 13:25:22.071 | GET | https://api.gannett-cdn.com/mobile/v4/breakingnews/1/mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-17 13:25:22.072 | GET | https://api.gannett-cdn.com/mobile/v4/breakingnews/1/mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-17 13:25:22.098 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s4309248/ndh=1&pageName=sectionfront&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&c.&gnt.&userStatus=unauthenticated&alerts=off&prefs.&PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&.prefs&OriginatingSection=news&aamsegment=testios%2Cios%2C520%2C508%2C510%2C300&windowsize=320x568&ContentType=sectionfront&Location=38.933%2C%20-77.218&ProductName=usatodaynewsiphone&user.&.user&ssts.&Section=news&SubSection=news&.ssts&locationservices=opt%20in&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&Publication=usatoday&MarketName=gpapermobileapp&Orientation=portrait&appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&.gnt&a.&OSVersion=10.2.1%20%2814D27%00%29&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&CarrierName=Verizon&Resolution=640x1136&TimeSinceLaunch=44&.a&.c&t=00%2F00%2F0000%2000%3A00%3A00%200%20240
2017-05-17 13:25:22.658 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101746232&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:22.658 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101746232&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:22.660 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101706170&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:22.660 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101706170&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:22.662 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101686426&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:22.662 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101686426&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:22.664 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101635320&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:22.664 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101635320&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-17 13:25:23.144 | GET | https://www.gannett-cdn.com/-mm-/9570176c2ab20fbacd5dce60112b0bc2500a72f7/c=94-0-4690-3456&r=640x480/local/-/media/2017/05/12/USATODAY/USATODAY/636302015913410332-GettyImages-177019780.jpg
2017-05-17 13:25:23.144 | GET | https://www.gannett-cdn.com/-mm-/9570176c2ab20fbacd5dce60112b0bc2500a72f7/c=94-0-4690-3456&r=640x480/local/-/media/2017/05/12/USATODAY/USATODAY/636302015913410332-GettyImages-177019780.jpg
